word,count
looked,  117 
replace,  201 
trip,  138 
energy,  1204 
price,  500 
popular,  193 
appointment,  335 
imposed,  165 
budgets,  135 
prices,  571 
actions,  428 
voluntary,  196 
mix,  203 
balanced,  114 
dam,  141 
fast,  697 
station,  202 
mike,  102 
threatened,  113 
appeal,  124 
sections,  117 
society,  488 
falling,  220 
wood,  118 
supporters,  180 
failed,  645 
james,  179 
flight,  113 
rich,  101 
likes,  112 
recession,  116 
ashburton,  136 
largest,  822 
parliamentary,  493 
fourth,  176 
surplus,  240 
direction,  421 
tauranga,  576 
basis,  312 
expanding,  145 
shock,  130 
unable,  215 
special,  805 
alliance,  202 
referendum,  146 
elections,  154 
replacing,  155 
advance,  124 
similar,  417 
talks,  136 
agreed,  352 
reached,  182 
mrs,  609 
continued,  478 
reforms,  707 
enabling,  261 
competition,  252 
consumer,  265 
choice,  372 
voters,  181 
healthy,  422 
agreements,  351 
partners,  552 
extraordinary,  231 
global,  1155 
crisis,  1100 
canterbury,  1344 
earthquakes,  473 
pike,  173 
fastest,  178 
oecd,  369 
wanted,  201 
pledge,  129 
bilateral,  116 
cooperation,  284 
confirmed,  623 
strengthening,  394 
strengthen,  397 
follows,  202 
visits,  285 
forces,  157 
exchange,  173 
field,  200 
study,  499 
operations,  300 
conduct,  201 
enhance,  249 
provision,  234 
emergency,  1004 
acknowledged,  116 
port,  294 
anniversary,  192 
maritime,  129 
terrorism,  138 
regular,  259 
prosperity,  240 
importance,  557 
trend,  108 
qualifications,  186 
steven,  288 
joyce,  681 
figures,  623 
domestic,  396 
science,  1178 
engineering,  249 
maths,  128 
qualified,  109 
natural,  701 
physical,  301 
vehicles,  500 
stimulate,  137 
electric,  363 
uptake,  184 
round,  456 
demonstrate,  135 
implemented,  236 
relatively,  131 
petrol,  392 
renewable,  276 
electricity,  500 
emissions,  757 
fleet,  151 
carbon,  320 
paul,  1638 
goldsmith,  1907 
trades,  137 
mbie,  322 
prospects,  126 
activity,  518 
nationally,  166 
considering,  279 
crown,  1018 
principle,  117 
ngāti,  184 
historical,  116 
treaty,  330 
waitangi,  178 
negotiations,  368 
christopher,  105 
finlayson,  124 
southern,  503 
mount,  124 
settlements,  123 
marks,  116 
demonstrates,  108 
leaders,  756 
settlement,  387 
broad,  204 
focuses,  116 
relationships,  288 
devonport,  114 
column,  190 
ageing,  109 
planning,  698 
super,  111 
spread,  297 
generations,  281 
remains,  506 
affordable,  222 
tested,  166 
weekly,  105 
gone,  352 
rise,  381 
residency,  115 
requirement,  172 
wanting,  154 
