word,count
profession,  0.006 
talent,  0.008 
enforcement,  0.006 
drought,  0.005 
zone,  0.008 
sheep,  0.008 
production,  0.015 
contributes,  0.006 
sources,  0.006 
voter,  0.005 
patient,  0.013 
tragedy,  0.005 
palmerston,  0.008 
operate,  0.012 
upfront,  0.005 
sanctuary,  0.008 
birthing,  0.006 
papakura,  0.006 
vibrant,  0.006 
evaluation,  0.005 
accord,  0.005 
killed,  0.006 
committing,  0.006 
taupo,  0.014 
convention,  0.006 
injuries,  0.006 
camping,  0.006 
piarere,  0.005 
van,  0.006 
body,  0.014 
soldiers,  0.005 
permits,  0.005 
forecasts,  0.011 
examples,  0.008 
hollow,  0.006 
mentioned,  0.005 
context,  0.007 
gulf,  0.006 
bodies,  0.005 
dad,  0.005 
releasing,  0.007 
admit,  0.005 
census,  0.007 
sadly,  0.007 
hill,  0.006 
straight,  0.005 
lots,  0.005 
milk,  0.008 
cope,  0.005 
shovel,  0.013 
adults,  0.007 
quarantine,  0.012 
disappointed,  0.009 
suicide,  0.007 
inform,  0.006 
conflict,  0.01 
learners,  0.006 
gender,  0.007 
baby,  0.006 
petroleum,  0.005 
cannabis,  0.017 
stoke,  0.005 
routes,  0.005 
residence,  0.006 
external,  0.005 
waimea,  0.008 
levin,  0.006 
statements,  0.006 
reflected,  0.005 
prisoner,  0.006 
lawyer,  0.005 
drawn,  0.009 
flows,  0.006 
degree,  0.007 
smoking,  0.006 
manukau,  0.007 
ideology,  0.005 
falloon,  0.005 
america,  0.009 
rse,  0.007 
ōtaki,  0.006 
integrity,  0.01 
waka,  0.007 
jumping,  0.006 
ring,  0.008 
medicinal,  0.008 
hong,  0.006 
kong,  0.006 
ballot,  0.014 
chose,  0.005 
differences,  0.005 
video,  0.008 
obesity,  0.008 
landlords,  0.008 
aquaculture,  0.005 
fields,  0.005 
wildlife,  0.005 
vaping,  0.006 
blood,  0.005 
disabled,  0.009 
languages,  0.007 
ocean,  0.007 
hunting,  0.005 
parihaka,  0.007 
dogs,  0.006 
code,  0.008 
tēnā,  0.007 
